candidato,retweetTimesTrust,retweetTotal,creacion,numSemana
Clara Luz Flores,0,347,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,232,10/03/21,11
Clara Luz Flores,13.63636365,75,10/03/21,11
Clara Luz Flores,0,123,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,16,10/03/21,11
Clara Luz Flores,0.041666667,1,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,6,10/03/21,11
Clara Luz Flores,22.25,178,10/03/21,11
Clara Luz Flores,0.5,1,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,359,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,22.25,178,10/03/21,11
Clara Luz Flores,0,582,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,15.66666665,141,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,280,1400,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,131.25,525,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,15.66666665,141,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,232,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,11.99999999,54,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,125,10/03/21,11
Clara Luz Flores,0,2154,10/03/21,11
Clara Luz Flores,0,5,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,203,10/03/21,11
Clara Luz Flores,280,1400,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,24,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,9.375,75,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,1.384615386,9,10/03/21,11
Clara Luz Flores,0,69,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,4,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,232,10/03/21,11
Clara Luz Flores,0,865,10/03/21,11
Clara Luz Flores,0,123,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,2.684210529,51,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0,84,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,15.66666665,141,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,219.7777776,989,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,15.66666665,141,10/03/21,11
Clara Luz Flores,79.28571437,555,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,232,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0.999999999,9,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,9,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,11,10/03/21,11
Clara Luz Flores,0,14,10/03/21,11
Clara Luz Flores,652.6,3263,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,1,10/03/21,11
Clara Luz Flores,16.50000003,99,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,425,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,396,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,129,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,511,10/03/21,11
Clara Luz Flores,0.111111111,1,10/03/21,11
Clara Luz Flores,0.571428572,4,10/03/21,11
Clara Luz Flores,36.57142861,256,10/03/21,11
Clara Luz Flores,7.25,58,10/03/21,11
Clara Luz Flores,8.333333325,75,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,4.6,46,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,8.333333325,75,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,2,10/03/21,11
Clara Luz Flores,0.142857143,1,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,232,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,280,1400,10/03/21,11
Clara Luz Flores,10.27272728,113,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,2.25,18,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,396,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,208,10/03/21,11
Clara Luz Flores,0,359,10/03/21,11
Clara Luz Flores,219.7777776,989,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,359,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,8.3333333,100,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,22.25,178,10/03/21,11
Clara Luz Flores,0,1,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,2,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,8.333333325,75,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0.2,1,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,3.33333333,10,10/03/21,11
Clara Luz Flores,27.15384618,353,10/03/21,11
Clara Luz Flores,0.181818182,2,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,3.33333333,10,10/03/21,11
Clara Luz Flores,0,865,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,12.33333332,111,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,219.7777776,989,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,79.28571437,555,10/03/21,11
Clara Luz Flores,0,14,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,219.7777776,989,10/03/21,11
Clara Luz Flores,280,1400,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,0,316,10/03/21,11
Clara Luz Flores,0,865,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0.375,3,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,15.66666665,141,10/03/21,11
Clara Luz Flores,8.3333333,100,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,232,10/03/21,11
Clara Luz Flores,79.28571437,555,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,2154,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0,4,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,0,2154,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,24.66666664,111,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,131.25,525,10/03/21,11
Clara Luz Flores,280,1400,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,17.75,71,10/03/21,11
Clara Luz Flores,4.8,24,10/03/21,11
Clara Luz Flores,3.166666673,19,10/03/21,11
Clara Luz Flores,15.625,125,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,3.166666673,19,10/03/21,11
Clara Luz Flores,0,10,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,0,539,10/03/21,11
Clara Luz Flores,0,6,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0,8,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,582,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,280,1400,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,24,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,359,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,1,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,432,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,17.75,71,10/03/21,11
Clara Luz Flores,13.77777776,124,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,1.000000001,7,10/03/21,11
Clara Luz Flores,0.375,1,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,93,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,13.77777776,124,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,17.75,71,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,747,10/03/21,11
Clara Luz Flores,13.77777776,124,10/03/21,11
Clara Luz Flores,13.33333336,80,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,3.090909094,17,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,166,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,1,10/03/21,11
Clara Luz Flores,0,436,10/03/21,11
Clara Luz Flores,11.99999999,54,10/03/21,11
Clara Luz Flores,0,19,10/03/21,11
Clara Luz Flores,3.625,29,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,0.1,1,10/03/21,11
Clara Luz Flores,283.1666672,1699,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,5.999999976,72,10/03/21,11
Clara Luz Flores,121.2,606,10/03/21,11
Clara Luz Flores,0.666666666,2,10/03/21,11
Clara Luz Flores,0,562,10/03/21,11
Clara Luz Flores,140.4285706,1966,10/03/21,11
Clara Luz Flores,15.66666665,141,10/03/21,11
Clara Luz Flores,0,125,10/03/21,11
Clara Luz Flores,0,1,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,1433.16667,8599,10/03/21,11
Clara Luz Flores,1.5,6,10/03/21,11
Clara Luz Flores,177.5,710,10/03/21,11
Clara Luz Flores,0,1,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0,7,10/03/21,11
Clara Luz Flores,0,747,10/03/21,11
Clara Luz Flores,0,0,10/03/21,11
Clara Luz Flores,0.058823529,1,11/03/21,11
Clara Luz Flores,0,51,11/03/21,11
Clara Luz Flores,0,0,11/03/21,11
Clara Luz Flores,0.166666667,1,11/03/21,11
Clara Luz Flores,1433.16667,8599,11/03/21,11
Clara Luz Flores,3.75,30,11/03/21,11
Clara Luz Flores,0.2,1,11/03/21,11
Clara Luz Flores,8.3333333,100,11/03/21,11
Clara Luz Flores,0,36,11/03/21,11
Clara Luz Flores,0,78,11/03/21,11
Clara Luz Flores,0,2,11/03/21,11
Clara Luz Flores,3.142857146,11,11/03/21,11
Clara Luz Flores,18.125,290,11/03/21,11
Clara Luz Flores,18.125,290,11/03/21,11
Clara Luz Flores,0,543,11/03/21,11
Clara Luz Flores,0.090909091,1,11/03/21,11
Clara Luz Flores,0,85,11/03/21,11
Clara Luz Flores,4.400000022,66,11/03/21,11
Clara Luz Flores,0,0,11/03/21,11
Clara Luz Flores,0,1,11/03/21,11
Clara Luz Flores,0.285714286,1,11/03/21,11
Clara Luz Flores,0,85,11/03/21,11
Clara Luz Flores,10.83333335,65,11/03/21,11
Clara Luz Flores,0,0,11/03/21,11
Clara Luz Flores,0,0,11/03/21,11
Clara Luz Flores,9.833333353,59,11/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,7.75,62,12/03/21,11
Clara Luz Flores,12.8,64,12/03/21,11
Clara Luz Flores,18.125,290,12/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,0,20,12/03/21,11
Clara Luz Flores,0.25,1,12/03/21,11
Clara Luz Flores,9.833333353,59,12/03/21,11
Clara Luz Flores,1433.16667,8599,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0.714285715,5,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,13,12/03/21,11
Clara Luz Flores,6.3,63,12/03/21,11
Clara Luz Flores,11.99999999,108,12/03/21,11
Clara Luz Flores,18.125,290,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,57,12/03/21,11
Clara Luz Flores,0.333333333,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,3,12/03/21,11
Clara Luz Flores,11.99999999,108,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,18.125,290,12/03/21,11
Clara Luz Flores,0,85,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,18.125,290,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,35,12/03/21,11
Clara Luz Flores,0.285714286,2,12/03/21,11
Clara Luz Flores,0.571428572,4,12/03/21,11
Clara Luz Flores,0,2,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,32,12/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,1433.16667,8599,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0.142857143,1,12/03/21,11
Clara Luz Flores,0,3,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,2.000000002,7,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,9.111111102,41,12/03/21,11
Clara Luz Flores,0,17,12/03/21,11
Clara Luz Flores,10.27272728,113,12/03/21,11
Clara Luz Flores,9.111111102,41,12/03/21,11
Clara Luz Flores,0.111111111,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0.249999999,3,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,5.333333344,32,12/03/21,11
Clara Luz Flores,36.1904761,380,12/03/21,11
Clara Luz Flores,1,1,12/03/21,11
Clara Luz Flores,0,271,12/03/21,11
Clara Luz Flores,0,271,12/03/21,11
Clara Luz Flores,0,1,12/03/21,11
Clara Luz Flores,17.8,89,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,2.22222222,20,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,271,12/03/21,11
Clara Luz Flores,2.49999999,30,12/03/21,11
Clara Luz Flores,0,271,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,2.22222222,20,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0.333333333,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0.058823529,1,12/03/21,11
Clara Luz Flores,0,0,12/03/21,11
Clara Luz Flores,0,4,12/03/21,11
Clara Luz Flores,0.142857143,1,12/03/21,11
Clara Luz Flores,0.857142858,6,12/03/21,11
Clara Luz Flores,0,36,13/03/21,11
Clara Luz Flores,0,1,13/03/21,11
Clara Luz Flores,18.125,290,13/03/21,11
Clara Luz Flores,0,36,13/03/21,11
Clara Luz Flores,0,36,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,36,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,271,13/03/21,11
Clara Luz Flores,0.285714286,2,13/03/21,11
Clara Luz Flores,0.500000001,3,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0.1,1,13/03/21,11
Clara Luz Flores,1.11111111,5,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,26.00000005,156,13/03/21,11
Clara Luz Flores,23.83333338,143,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,23.83333338,143,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,5.4,18,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,113,13/03/21,11
Clara Luz Flores,0,63,13/03/21,11
Clara Luz Flores,0,113,13/03/21,11
Clara Luz Flores,0,113,13/03/21,11
Clara Luz Flores,0,12,13/03/21,11
Clara Luz Flores,0,1,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,63,13/03/21,11
Clara Luz Flores,0,6,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,63,13/03/21,11
Clara Luz Flores,0,2154,13/03/21,11
Clara Luz Flores,1433.16667,8599,13/03/21,11
Clara Luz Flores,4.857142862,17,13/03/21,11
Clara Luz Flores,0,23,13/03/21,11
Clara Luz Flores,23.83333338,143,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,1433.16667,8599,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,543,13/03/21,11
Clara Luz Flores,0,23,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,3,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,7.857142865,55,13/03/21,11
Clara Luz Flores,3.4,17,13/03/21,11
Clara Luz Flores,1.11111111,5,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,1433.16667,8599,13/03/21,11
Clara Luz Flores,0,2,13/03/21,11
Clara Luz Flores,7.857142865,55,13/03/21,11
Clara Luz Flores,2.500000005,15,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,4.7,47,13/03/21,11
Clara Luz Flores,0,212,13/03/21,11
Clara Luz Flores,4.7,47,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,2.22222222,20,13/03/21,11
Clara Luz Flores,0,3,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,271,13/03/21,11
Clara Luz Flores,23.83333338,143,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,4.7,47,13/03/21,11
Clara Luz Flores,0,271,13/03/21,11
Clara Luz Flores,0,39,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,18,13/03/21,11
Clara Luz Flores,0.125,1,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,0,13/03/21,11
Clara Luz Flores,0,11,14/03/21,12
Clara Luz Flores,0,42,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,39,14/03/21,12
Clara Luz Flores,0.071428571,1,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,1,14/03/21,12
Clara Luz Flores,0,4,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,1.777777776,16,14/03/21,12
Clara Luz Flores,0,212,14/03/21,12
Clara Luz Flores,3.916666651,47,14/03/21,12
Clara Luz Flores,1,4,14/03/21,12
Clara Luz Flores,3.75,60,14/03/21,12
Clara Luz Flores,0,26,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0.4,4,14/03/21,12
Clara Luz Flores,0.083333333,1,14/03/21,12
Clara Luz Flores,0,2,14/03/21,12
Clara Luz Flores,0.5,2,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0.5,2,14/03/21,12
Clara Luz Flores,0,45,14/03/21,12
Clara Luz Flores,0.5,2,14/03/21,12
Clara Luz Flores,0.222222222,2,14/03/21,12
Clara Luz Flores,0,2,14/03/21,12
Clara Luz Flores,0.499999998,6,14/03/21,12
Clara Luz Flores,1.7,17,14/03/21,12
Clara Luz Flores,14.7857142,207,14/03/21,12
Clara Luz Flores,0,4,14/03/21,12
Clara Luz Flores,8.57142858,60,14/03/21,12
Clara Luz Flores,0,2,14/03/21,12
Clara Luz Flores,0,865,14/03/21,12
Clara Luz Flores,0.333333333,1,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,13.8,69,14/03/21,12
Clara Luz Flores,6.222222216,56,14/03/21,12
Clara Luz Flores,6.222222216,56,14/03/21,12
Clara Luz Flores,0,7,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,10,14/03/21,12
Clara Luz Flores,0,4,14/03/21,12
Clara Luz Flores,6.888888882,31,14/03/21,12
Clara Luz Flores,2.166666658,26,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,0,0,14/03/21,12
Clara Luz Flores,11.90909092,131,14/03/21,12
Clara Luz Flores,0,201,14/03/21,12
